doi,paragraph,synthesis_label
10.1007/s11705-019-1854-8,"Mengyun Wang et al. Nano-Ag(Au)/Cu2O as electrocatalyst for CO2 reduction 7 electrochemical reduction of CO2. First, Cu2O nanospheres, with a uniform particle size of ~180 nm, were prepared. Thereafter, Ag/Cu2O composites were fabricated by using Cu2O as a sacrificial template. By varying the Ag/ Cu atomic ratio, a Ag0.125/Cu2O composite possessing a hierarchical flower-like nanostructure with intersecting Ag nanoflakes encompassing an inner Cu2O sphere were prepared. The catalytic performance in the ERC was evaluated in terms of the FE of each product and current density. In comparison with the Cu2O nanospheres, the Ag/ Cu2O samples all present a higher FECO and somewhat suppressed H2 evolution due to the combination of the catalytic ability of Ag combined with Cu2O. Notably, Ag0.125/Cu2O exhibited the highest CO evolution rate as a result of the hierarchical structure, which provides a larger electroactive surface area. The obtained Au0.6/Cu2O composite with the same flower-like structure presented superior catalytic performance with a 10% higher FECO. Importantly, the results reveal that Ag0.125/Cu2O and Au0.6/Cu2O exhibit remarkably improved stability over that of Cu2O. This study presents a facile way to synthesize hierarchical noble metal-metal oxide composites for designing highly efficient and stable electrocatalysts for the electrochemical reduction of CO2.",1
10.1007/s12274-017-1936-1,"To prepare the Cu@NC arrays, a thin film of CuTCNQ on Cu substrate was first synthesized by a facile solution based spontaneous redox reaction as described in the Experimental section. Figure 1(a) shows the SEM image of the CuTCNQ thin film, showing that it consists of closely packed horizontally aligned micro rods. As can be seen in the images under a larger magnification (Fig. 1(b)), the micro rods are composed of bundles of smaller rods with diameters in the several hundred-nanometer range. EDX spectra (Fig. S1 in the Electronic Supplementary Material (ESM)) measured on the surface of the thin films confirm the presence of Cu, C, and N, corresponding to the chemical composition of CuTCNQ.",1
10.1007/s12274-017-1936-1,"A Cu electrode modified with ultra-small Cu nanoparticles (~ 4 nm diameter) embedded in N-doped carbon arrays was fabricated using CuTCNQ arrays as a sacrificial template. The Cu@NC modified electrode enables highly controlled CO2 reduction to CO and formate in DMF (0.1 M Bu4NPF6) containing 0.5 vol% H2O and maintains stable catalytic activity for over 6 h under electrolytic conditions. The water content in the DMF electrolyte medium acts as the sole proton source for CO2 reduction, with a higher water content leading to the formation of more formate and hydrogen, and less CO. Under optimized conditions at 每2.4 V vs. Fc/Fc+ with 0.5 vol% water, a product distribution of 64% formate, 20% CO, and 13% H2 was obtained, which was rationalized by the competition of the CO and formate formation pathways. The CO-forming pathway lacks efficiency at low applied potential because the formation of *C2O4?每 is not thermodynamically favorable. However, at more negative potentials, the polarizable CO2﹞每 radical anion electrostatically interacts with the negative charge on the electrode surface. Control experiments and post-electrolysis analysis showed that the significantly higher catalytic current density and improved product selectivity of the Cu@NC array electrode could be attributed to its 3D micro structure and Cu nanoparticles embedded in the NC. This study demonstrates the potential for improving electrocatalytic CO2 reduction efficiency through structural design of the catalyst. Finally, it is worth noting that this bottom-up synthetic method is applicable to other metal substrates, such as Ag, Ni and Zn [46, 47], that can spontaneously react with TCNQ to form nanostructured metal-TCNQ.",1
10.1007/s12274-018-2221-7,"The synthesis of PTFE-Cu NW array involves a chemical deposition method to prepare Cu NW array and a coating of PTFE on the array surface. Specifically, a Cu foil was cleaned ultrasonically in acetone/ ethanol and rinsed with deionized water. Then, the cleaned Cu foil was dried with nitrogen and immersed into a mixed solution containing 0.13 M (NH4)2S2O8 and 2.66 M NaOH for 10 min. The deep-blue color foil (Cu(OH)2 NW array formed on the surface of the foil) was taken out from the solution, rinsed with deionized water/ethanol. To coat PTFE on the array surface, the as-prepared Cu(OH)2 NW array was soaked in PTFE solution (1 wt.%, 5 wt.%, 10 wt.%, and 20 wt.%) for 10 min, then annealed at 350 ～C for 30 min under an air atmosphere, forming PTFE-CuO NW array. The subsequent reducing procedure is conducted at 每0.7 V vs. RHE in 0.1 M KHCO3 for 10 min to reduce PTEF-CuO to PTFE-Cu. As a comparison, pristine Cu NW array was made following the same procedures but without coating with PTFE.",1
10.1007/s12274-018-2221-7,"The superaerophobic Cu NW array electrode was prepared by a chemical deposition procedure. Namely, Cu(OH)2 NWs were firstly grown on Cu foil substrate. After annealing at 350 ～C, the Cu(OH)2 turned to CuO, as confirmed by the change of XRD patterns before and after annealling (Fig. S1 in the Electronic Supplementary Material (ESM)). The subsequent electrochemical reduction led to the formation of metallic Cu array, as evidenced by both XPS and XRD characterizations (Figs. S1 and S2 in the ESM). The SEM image confirmed the morphology of NW array after electrochemical reduction (Fig. 2(a)). The width of the nanowire was ~ 100 nm as revealed by TEM characterization of a single Cu wire peeled off from the array electrode (Fig. 2(b)). HRTEM showed obvious grain boundaries on the surface of Cu nanowire, suggesting polycrystalline nature of Cu NW (Fig. 2(c)) and the selected area electron diffraction results further confirmed its polycrystalline feature (Fig. S3 in the ESM). The electrode assembled by arrayed Cu NWs showed a superaerophobic surface, as evidenced by a contact angle of 154.4～ for CO2 gas bubbles on such a Cu array surface (Fig. 2(d)). Meanwhile, the contact angle for the 0.1 M KHCO3 aqueous solution (i.e. CO2RR electrolyte) was 32.9～, revealing a hydrophilic state. This aerophobic surface nature facilitated the leaving of gas products thus giving a stable current density (Fig. 2(e)). However, when immersing the Cu NW array electrode in a 5% PTFE solution, a thin layer of PTFE was uniformly coated on the surface of Cu NWs (Fig. 2(b) and Fig. S4 in the ESM), which changed the affinity towards gaseous CO2 and electrolyte significantly (Fig. 2(f)). Meanwhile, both the Cu NW array structure and the surface electronic structure were maintained (Figs. S5 and S6 in the ESM). The contact angles for CO2 gas bubbles and electrolytes were measured to be 48.4～ and 136.6～, respectively, suggesting the surface turned from aerophobic/hydrohpilic to aerophilic/hydrophobic state. Such a gas affinitive surface would lead to a stronger bubble adhesion, and hold the gaseous products for a longer time during electrochemical CO2RR process. Thus, the bubbles were kept on the electrode surface till the size got bigger than 1 mm or more. When the size of product bubbles got large enough to detach, the working surface area recovered at the sudden moment of bubble releasing. Repeated accumulation and release caused fluctuations of current with sharp jump and steady decay (Fig. 2(g)).",1
10.1007/s12274-021-3295-1,"The Cu2Sb NA/CF electrode was fabricated by electrodeposition of Cu2Sb on OD Cu NA/CF (Fig. 1(a)) [42, 45]. The SEM images of CuO nanowire arrays precursor (Fig. 1(b)) and Cu2Sb NA/CF (Fig. 1(c)) reveal that Cu2Sb was successfully electrodeposited onto the surface of Cu nanowires which with diameter range from 100 to 300 nm. The corresponding EDX elemental mapping images of Cu2Sb NA/CF (Fig. S1 in the ESM) confirm the existence of Cu and Sb elements, and the obtained atomic ratio of Cu/Sb from EDX spectrum is 2.07 (Fig. S2 in the ESM). Figure 1(d) shows the TEM image of Cu2Sb nanowire, further confirming its nanowire nature. The high-resolution TEM (HRTEM) image (Fig. 1(e)) taken from Cu2Sb nanowire reveals clear lattice fringes with interplanar distances of 0.243, 0.256, and 0.305 nm, corresponding to the (102), (111), and (002) planes of Cu2Sb, respectively.",1
10.1007/s12274-021-3313-3,"Original nanoporous AuCu3 was synthesized by oxidative etching of Au20Cu80 according to our previous work, possessing Au-enriched surface [32]. Figure 1 illustrated the surfaceregulation process of nanoporous AuCu3 alloy. The as-prepared nanoporous AuCu3 alloy with different surface Au/Cu ratios was obtained by air-heating treatment from 100 to 300 ～C. Then, a series of characterizations and electrochemical tests were performed to analyze the structures of AuCu3 alloy and explore their surface composition-ECR selectivity relationship.",1
10.1007/s12274-021-3675-6,"The pristine GDE with dendritic Cu as catalyst layer was prepared by the galvanostatic electrodeposition. The electrodeposition solution consisted of 1.5 M H2SO4, 0.20 M CuSO4, 10 mM EDTA disodium and 10 mM PVP. Before starting electrodeposition, the GDL was soaked in electrodeposition solution for few minutes to reduce the surface hydrophobicity. The electrodeposition was undertaken in a three-electrode system by applying a current of ?2 A for 40 s to the GDL with an actual size of 1.4 cm ℅ 1.4 cm immersed in the 50 mL electrodeposition solution. Then the GDE was rinsed under a gentle stream of water followed immediately by being dried in vacuum oven at 60 ～C to avoid oxidation.",1
10.1007/s12678-015-0257-y,"CIS thin films were deposited from an aqueous solution of indium(III) nitrate hydrate [(In(NO3)3 xH2O] (99 % SigmaA ld r i ch ) , coppe r ( I I ) n i t r a t e hemipen t ahyd r a t e [(Cu(NO3)2 2.5H2O)] (98 % Sigma-Aldrich), and thiourea (CH4N2S, 99 % Sigma-Aldrich). Each chemical was dissolved separately in glacial acetic acid and ethanol. The three solutions were mixed to yield a composition with defined molar ratio (In/S/Cu=1/6/1.25). After stirring at room temperature for 30min, a small amount of triethanolamine was added to adjust the pH to 4.3. With further stirring of the solution for 12 h, a yellowish transparent solution was obtained. Glass and ITO-coated glass substrates were cleaned successively via ultra-sonication in acetone, isopropanol, Helmanex? solution, and deionized water. CIS films were obtained on glass and ITO-coated glass substrates by spin coating at 3000 rpm for 15 s. The thickness of the films was varied using sequential (layer by layer) spin coating of the solution. The samples were dried on a hot plate under open air condition for 2 min, at 300 ～C. Finally, the films were annealed in a furnace at 420 and 460 ～C for 30 min in a nitrogen environment.",1
10.1007/s12678-017-0434-2,"The Cu-Sn alloy catalysts were prepared by the electrodeposition method. All the prepared catalyst electrodes used Cu plate (T=0.2 mm, Nillaco Corp.) as the substrate. The Cu plate was washed three times by ultrasound in acetone and then was similarly rinsed with ultrapure water. It was then immersed in 1 M HCl for 30 s and dried by N2 followed by rinsing with ultrapure water before use as the working electrode (WE). The electrolyte consisted of 0.5 M K4P2O7 (97%, Sigma-Aldrich Co. LLC), 0.05 M C6H14N2O7 (99.0%, Sigma-Aldrich Co. LLC), and varying concentrations of CuSO4﹞5H2O (99.5%, Wako Ltd.) and SnSO4 (96%, Wako Ltd.), such that the total concentration of metals was 0.2 M dissolved in ultrapure water. The electrodeposition on the Cu substrate was carried out using a two-electrode system where the counter electrode (CE) was a Pt plate. To study the effect of Cu-Sn alloy catalysts on CO2 reduction activity, we employed Cu and Sn electrodeposited electrodes. The electrolyte for Cu electrodeposition comprised 0.5 M K4P2O7, 0.2 M C4H12N2O5 (99.0%, Sigma-Aldrich Co. LLC), and 0.2 M CuSO4﹞5H2O dissolved in ultrapure water. The Sn electrodeposition electrolyte comprised 0.5 M K4P2O7, 0.2 M SnSO4, 1 g/L PEG 6000 (Wako Ltd.), and 0.6 mL/L formalin. The prepared catalysts were washed with ultrapure water and dried N2. The electrodeposition conditions for various Cu-Sn alloys, Cu, and Sn on Cu substrate are shown in Table 1.",1
10.1007/s12678-018-0492-0,"For pretreatment, a Cu plate (Nilaco) with a thickness of 2 mm was ultrasonicated three times at 28 kHz in ultrapure water for 5 min. The ultrasonicated Cu plate was immersed in 1 M HCl for 30 s, rinsed with ultrapure water, and dried in a N2 atmosphere. Cu-Co electrodes were prepared by electrodeposition, wherein the bath consisted of 0.5 M potassium pyrophosphate (Sigma-Aldrich) and 0.2 M potassium bitartrate (SigmaAldrich), and the total metal ion concentration was controlled to 0.2 M using CuSO4﹞6H2O (Wako) and CoSO4﹞5H2O (Wako). To prepare the Cu-Co electrode, electroplating was performed with a two-electrode system using a potentiostat/ galvanostat (HOKUTO DENKO, HZ 7000) with the pretreated Cu plate and a Pt plate as the working and counter electrodes, respectively. The metal ion concentrations of the electroplating baths and operating current densities are shown in Table 1. The electroplating operation time was 5 min.",1
10.1007/s12678-018-0492-0,"Bimetallic Cu-Co electrodes and monometallic Cu and Co electrodes were prepared by electrodeposition under various applied potential conditions, as shown in Table 1. The morphologies of the prepared electrodes were characterized by SEM, and the elemental composition of each prepared electrode was analyzed by EDS (Fig. 1). In Fig. 1, the Cu/Co atomic ratio is shown in the top-left corner of the SEM images and the preparation ratio (Cu/Co) is shown in brackets. The Cu/Co atomic ratio differs from the preparation ratio because Co is more electronegative than Cu. Moreover, the SEM images of the electrodes show that the morphologies changed with increasing Co content. The electrodeposited Cu electrode (Cu100) shows large grain aggregates, whereas the electrodeposited Co electrode (Co100) shows needle-like crystals (data not shown). The grain aggregates of the Cu-Co electrodes tend to become smaller and finer with increasing Co content. corresponding to Cu despite the presence of Co, as detected by EDS. These results suggested that Co is solid soluted in the Cu crystalline framework, i.e., formed a substitutional solid solution. Figure 3 shows the XPS spectra of the electrodes. The binding energies of Cu 2p in all the electrodes are similar and show no change in spite of Co inclusion. The binding energy of Co 2p was observed with increasing Co content.",1
